feature,importance
f_1191,0.0002873511
f_294,0.00028716173
f_4006,0.00028696624
f_4616,0.00028678487
f_6139,0.00028637494
f_700,0.000286343
f_603,0.0002862139
f_2706,0.0002858735
f_5818,0.0002856622
f_5206,0.00028546527
f_3073,0.00028546096
f_2314,0.00028505584
f_2534,0.00028502895
f_4685,0.00028493084
f_1022,0.00028467315
f_4018,0.00028440784
f_3521,0.00028392771
f_2865,0.0002839179
f_4940,0.00028364515
f_3256,0.00028357608
f_3495,0.0002835223
f_644,0.0002829849
f_2211,0.00028296598
f_4615,0.0002827551
f_1828,0.0002826911
f_3214,0.00028215064
f_2394,0.00028203643
f_2395,0.0002817342
f_4405,0.00028072193
f_3963,0.00028065604
f_3592,0.00028064474
f_6119,0.00028026607
f_2472,0.00028018284
f_1386,0.0002797554
f_3165,0.0002794974
f_1626,0.00027934284
f_903,0.00027934197
f_41,0.00027933222
f_1953,0.00027931275
f_2809,0.00027927812
f_5026,0.00027921033
f_928,0.0002790326
f_4410,0.0002788906
f_6112,0.00027853646
f_2331,0.0002781672
f_5237,0.0002780343
f_100,0.00027788896
f_2345,0.00027773323
f_2066,0.00027760447
f_6135,0.00027756637
f_2382,0.00027755238
f_4835,0.00027652172
f_417,0.00027651532
f_2885,0.0002762354
f_581,0.00027619625
f_3423,0.00027611788
f_3690,0.00027590513
f_3127,0.00027576202
f_4691,0.0002755354
f_190,0.00027519616
f_4690,0.00027447648
f_5131,0.0002743438
f_1179,0.00027431158
f_1291,0.0002743081
f_4860,0.0002742848
f_4709,0.00027415704
f_3112,0.00027274387
f_1527,0.0002719744
f_1216,0.0002712615
f_960,0.00027095366
f_1452,0.00027076574
f_1758,0.00027019586
f_2955,0.00027013093
f_2947,0.00027009644
f_6141,0.0002695454
f_271,0.00026951107
f_5279,0.0002692361
f_2899,0.00026913715
f_5586,0.00026904492
f_170,0.00026887082
f_3121,0.00026873278
f_744,0.00026856895
f_6196,0.00026848764
f_3887,0.00026821156
f_5137,0.00026808263
f_2547,0.00026800018
f_4322,0.00026724092
f_3758,0.0002671697
f_3325,0.00026710617
f_2487,0.00026679982
f_6181,0.000266455
f_209,0.00026628864
f_3776,0.00026599172
f_3490,0.00026596204
f_641,0.00026586695
f_1215,0.00026585083
f_3754,0.00026574914
f_3007,0.0002647351
f_1009,0.0002643866
f_2358,0.00026434334
f_5431,0.00026427026
f_3783,0.00026406095
f_5559,0.0002639624
f_3606,0.00026382713
f_4346,0.00026333673
f_5061,0.00026291492
f_4821,0.00026279633
f_2435,0.00026279004
f_1132,0.00026266294
f_4810,0.00026241282
f_5460,0.00026229955
f_1995,0.00026227214
f_3576,0.00026226154
f_3766,0.00026214146
f_1187,0.00026208698
f_2621,0.00026203427
f_1248,0.00026193145
f_5937,0.0002617007
f_2048,0.00026159803
f_5473,0.0002615664
f_4050,0.00026131317
f_290,0.0002612051
f_2868,0.0002610026
f_2158,0.00026099887
f_2632,0.00026067332
f_4674,0.00026059433
f_3883,0.00026044145
f_4371,0.00026040972
f_1528,0.00025983326
f_5946,0.00025940116
f_326,0.00025939246
f_3509,0.0002593109
f_5360,0.00025924356
f_3106,0.00025893803
f_3117,0.00025891315
f_5910,0.00025869667
f_3601,0.00025867493
f_4129,0.00025857886
f_4406,0.0002584783
f_5823,0.00025843992
f_2657,0.00025800703
f_5755,0.0002572739
f_114,0.00025703883
f_379,0.00025681008
f_194,0.00025649025
f_1020,0.000256402
f_5038,0.0002563931
f_2018,0.00025639043
f_4710,0.00025630434
f_5499,0.00025629692
f_1829,0.00025613426
f_491,0.00025611266
f_4971,0.00025611054
f_3464,0.0002561033
f_4108,0.00025605262
f_3482,0.0002559127
f_149,0.00025552037
f_4730,0.000255402
f_2577,0.000255081
f_3775,0.00025498497
f_5070,0.00025487322
f_3759,0.0002545076
f_5323,0.00025442766
f_5372,0.0002543847
f_3103,0.00025391794
f_1750,0.0002538795
f_2626,0.00025379178
f_5530,0.00025372492
f_30,0.0002536369
f_1574,0.00025361468
f_2233,0.00025348002
f_1079,0.00025345868
f_3262,0.0002531372
f_6072,0.00025293906
f_6077,0.00025266432
f_4906,0.00025248426
f_2109,0.00025227765
f_762,0.0002517829
f_806,0.00025163044
f_400,0.00025118707
f_4655,0.00025116015
f_3331,0.00025114906
f_5234,0.00025106125
f_2607,0.0002510164
f_173,0.0002508007
f_223,0.0002506401
f_5965,0.0002502625
f_5249,0.00025002772
f_623,0.00024985377
f_4764,0.00024979498
f_4770,0.0002496694
f_5194,0.0002494529
f_675,0.00024896915
f_2485,0.00024895658
f_2149,0.00024866805
f_350,0.00024857456
f_2418,0.00024856653
f_180,0.00024850527
f_2135,0.0002484843
f_5948,0.00024823428
f_730,0.00024820902
f_3714,0.00024791315
f_6126,0.0002477472
f_5750,0.0002476612
f_2359,0.00024754263
f_2240,0.00024753754
f_5859,0.00024748544
f_1718,0.00024724958
f_3049,0.00024717877
f_3269,0.0002470688
f_897,0.0002470569
f_2596,0.00024696914
f_4313,0.00024687653
f_3867,0.00024654059
f_6021,0.0002463569
f_4125,0.00024614375
f_2049,0.0002458147
f_2502,0.00024571136
f_5941,0.00024539162
f_4624,0.00024505542
f_1876,0.00024471074
f_6153,0.0002446802
f_126,0.0002446361
f_174,0.0002445013
f_1459,0.00024432543
f_4327,0.00024414566
f_5415,0.00024410337
f_2258,0.00024406111
f_1725,0.00024404649
f_4975,0.00024391337
f_6191,0.0002434938
f_4008,0.0002434568
f_5195,0.0002433077
f_314,0.0002431472
f_1060,0.00024288868
f_2616,0.00024288289
f_2548,0.00024278532
f_501,0.00024267707
f_5533,0.00024260988
f_3233,0.00024229757
f_2077,0.00024204038
f_1325,0.00024187037
f_5895,0.00024180482
f_4593,0.00024179014
f_672,0.00024178028
f_1621,0.00024164718
f_1884,0.0002415798
f_3777,0.00024138251
f_3237,0.00024112937
f_106,0.00024084012
f_206,0.00024069023
f_1188,0.00024055575
f_6085,0.00024044678
f_2620,0.00024001556
f_6097,0.00023990449
f_2024,0.00023937991
f_696,0.00023912617
f_595,0.00023863651
f_129,0.00023852082
f_4269,0.00023823141
f_3417,0.00023822128
f_5710,0.00023771361
f_3054,0.00023734155
f_3649,0.00023702702
f_4083,0.00023665694
f_2150,0.00023648386
f_4215,0.00023592506
f_4304,0.000235749
f_3031,0.00023546912
f_221,0.00023531068
f_4982,0.00023529322
f_1384,0.00023507743
f_4158,0.00023475643
f_970,0.00023456964
f_4039,0.00023456544
f_2039,0.00023432329
f_1666,0.0002342878
f_2973,0.00023426204
f_6199,0.00023421919
f_1714,0.0002341053
f_4621,0.00023353609
f_5737,0.00023346087
f_4132,0.00023330026
f_3724,0.00023321198
f_5469,0.00023294927
f_2584,0.00023292101
f_338,0.00023292044
f_306,0.00023280269
f_5572,0.00023252598
f_2374,0.00023210133
f_57,0.00023192508
f_2494,0.00023191977
f_3496,0.00023165433
f_1221,0.00023153887
f_723,0.00023150003
f_2945,0.00023149057
f_3755,0.00023124943
f_1699,0.00023123335
f_1726,0.00023110604
f_2757,0.00023107135
f_5692,0.00023103849
f_1072,0.00023103322
f_3667,0.00023087785
f_4800,0.00023071752
f_4732,0.00023064126
f_4241,0.00023062607
f_1546,0.00023032956
f_754,0.00023023397
f_4335,0.00022996201
f_3228,0.00022964555
f_4567,0.00022959245
f_3600,0.00022947343
f_4969,0.00022934505
f_5636,0.00022930052
f_5266,0.00022927653
f_4238,0.00022925538
f_4636,0.00022914764
f_5756,0.0002289448
f_2279,0.00022890921
f_2993,0.00022864797
f_214,0.00022821462
f_809,0.00022816304
f_5850,0.00022802339
f_573,0.00022789634
f_2332,0.00022762814
f_5998,0.00022729527
f_2850,0.00022704728
f_2074,0.0002269913
f_3683,0.00022683067
f_987,0.00022658872
f_4754,0.00022653613
f_4772,0.00022637699
f_1177,0.00022634288
f_604,0.00022632265
f_4260,0.0002262828
f_1415,0.00022621447
f_5547,0.00022616179
f_710,0.00022605245
f_6026,0.00022579583
f_4156,0.00022568103
f_718,0.00022492748
f_4904,0.00022481271
f_457,0.00022464925
f_4402,0.00022456449
f_5514,0.00022444344
f_3519,0.00022441862
f_4936,0.00022401518
f_289,0.00022322545
f_4682,0.00022300833
f_1937,0.00022287294
f_2554,0.00022276305
f_2503,0.00022261165
f_1838,0.00022189133
f_4532,0.00022168015
f_4445,0.00022146323
f_3137,0.00022141325
f_5500,0.00022131445
f_4926,0.00022117567
f_596,0.00022107366
f_5071,0.00022101645
f_2992,0.00022095609
f_1346,0.00022095474
f_3826,0.00022091859
f_1592,0.00022010719
f_5267,0.00021992276
f_466,0.00021978385
f_3573,0.00021977058
f_4338,0.0002197484
f_6132,0.00021970252
f_132,0.00021962175
f_5399,0.00021947564
f_2436,0.00021943271
f_5735,0.00021940064
f_2611,0.00021877707
f_5034,0.0002186577
f_2557,0.00021858152
f_3402,0.0002182973
f_3882,0.00021827045
f_3023,0.0002181172
f_4566,0.00021783634
f_2608,0.00021771771
f_4351,0.00021766106
f_4170,0.00021757153
f_4207,0.00021726305
f_5659,0.00021722421
f_4930,0.00021715763
f_6163,0.00021689413
f_6131,0.00021665961
f_6134,0.00021660187
f_4886,0.00021657649
f_2226,0.0002165202
f_1526,0.00021635722
f_5270,0.00021624332
f_4741,0.00021616265
f_443,0.0002161004
f_677,0.0002152665
f_1980,0.00021511299
f_4875,0.00021504244
f_5430,0.00021501441
f_1155,0.00021486414
f_1756,0.00021449113
f_2364,0.00021447003
f_525,0.00021441327
f_63,0.00021439177
f_2400,0.00021434863
f_1520,0.00021419402
f_5082,0.00021418066
f_3420,0.00021398919
f_2810,0.0002139237
f_3940,0.00021389645
f_951,0.0002135871
f_3582,0.00021353851
f_5042,0.00021338442
f_629,0.00021337655
f_885,0.00021335878
f_5506,0.00021287949
f_2659,0.00021280187
f_141,0.00021276789
f_5963,0.00021274878
f_5517,0.00021268739
f_3022,0.00021238829
f_4881,0.00021168985
f_1605,0.00021159204
f_4100,0.00021121101
f_6192,0.00021117751
f_6149,0.00021075102
f_4020,0.00021073512
f_691,0.00021053951
f_5991,0.00021001515
f_750,0.00020997165
f_125,0.00020965948
f_2248,0.0002094181
f_1484,0.000209358
f_345,0.00020934871
f_5589,0.00020931849
f_879,0.00020928524
f_729,0.00020923199
f_4101,0.00020921278
f_4759,0.00020908185
f_5893,0.00020835818
f_4851,0.00020834178
f_711,0.00020822749
f_5352,0.0002081974
f_1394,0.0002081871
f_5934,0.00020813562
f_3208,0.00020803312
f_3009,0.00020800196
f_2180,0.0002079539
f_2498,0.00020788738
f_2735,0.00020739685
f_1184,0.00020727485
f_4907,0.00020698197
f_3575,0.00020690297
f_2475,0.00020661516
f_182,0.00020656898
f_5806,0.00020617164
f_1776,0.0002061463
f_1890,0.00020610463
f_5708,0.00020608428
f_3957,0.0002060767
f_2517,0.00020605262
f_1895,0.00020601774
f_5754,0.00020577184
f_969,0.00020555225
f_4103,0.0002054828
f_4956,0.00020544052
f_1274,0.00020514129
f_4054,0.00020510292
f_5955,0.00020500741
f_2414,0.00020486402
f_931,0.00020485501
f_5621,0.0002047664
f_5588,0.00020469837
f_3918,0.00020467804
f_4077,0.00020463012
f_5511,0.00020448898
f_1131,0.00020423073
f_4228,0.00020421429
f_5329,0.0002042079
f_3635,0.00020416909
f_5729,0.00020403622
f_5501,0.00020401248
f_1851,0.00020374084
f_4365,0.00020370947
f_298,0.00020367077
f_2062,0.0002032919
f_4294,0.00020300341
f_1495,0.00020297385
f_3192,0.00020257787
f_3255,0.00020233834
f_2891,0.00020225858
f_1460,0.00020223793
f_547,0.00020208607
f_2174,0.00020205269
f_5931,0.0002018917
f_5578,0.00020186903
f_275,0.00020185119
f_3701,0.00020183278
f_89,0.0002013505
f_3116,0.00020120884
f_2092,0.00020117224
f_743,0.00020097331
f_4259,0.00020077506
f_814,0.00020071013
f_376,0.0002005832
f_1285,0.00020033123
f_803,0.00020016458
f_6184,0.00019971668
f_825,0.00019918998
f_3180,0.00019910074
f_2519,0.00019906004
f_3465,0.00019896583
f_405,0.00019884802
f_3828,0.00019875065
f_3814,0.00019865617
f_4392,0.00019840575
f_5292,0.00019823747
f_2631,0.00019812379
f_8,0.00019809755
f_6176,0.00019801881
f_5515,0.00019791287
f_2473,0.00019746345
f_1480,0.00019735008
f_5015,0.00019732387
f_1254,0.00019699785
f_4863,0.00019673807
f_5000,0.00019609487
f_458,0.00019603173
f_5726,0.00019601782
f_1409,0.00019598837
f_5445,0.00019597329
f_4622,0.00019580423
f_4194,0.000195475
f_4603,0.00019545922
f_5811,0.00019523104
f_992,0.00019470995
f_24,0.00019461961
f_3984,0.00019448937
f_4105,0.00019427814
f_6038,0.00019418598
f_5999,0.00019404622
f_5712,0.00019387828
f_1307,0.00019377765
f_2245,0.0001935663
f_2419,0.00019327053
f_5915,0.00019315096
f_3906,0.00019262361
f_5510,0.00019251717
f_1098,0.00019238856
f_5714,0.00019221213
f_1727,0.0001921411
f_4786,0.00019176543
f_4081,0.00019174506
f_5789,0.00019154084
f_76,0.0001914229
f_4089,0.0001913195
f_5442,0.00019128298
f_5341,0.00019121445
f_991,0.00019115413
f_5215,0.0001907448
f_4789,0.00019050983
f_4765,0.00019041508
f_2369,0.00019041284
f_1202,0.00019037446
f_1824,0.00019036098
f_4404,0.00019027502
f_5178,0.00019024819
f_4095,0.00019024793
f_421,0.00018962154
f_1068,0.0001895996
f_2587,0.00018942528
f_3811,0.00018939558
f_2637,0.0001893137
f_3552,0.00018930424
f_521,0.00018878892
f_5851,0.0001886905
f_50,0.00018859531
f_1745,0.0001882679
f_1653,0.00018824688
f_1716,0.0001881216
f_2309,0.00018784453
f_1675,0.00018765172
f_1938,0.00018733613
f_1970,0.00018699154
f_4942,0.00018682382
f_2727,0.00018680193
f_4802,0.00018674516
f_1383,0.00018669992
f_222,0.00018666353
f_2788,0.00018626319
f_4023,0.0001862301
f_2987,0.0001861609
f_2941,0.0001860864
f_3001,0.00018594816
f_3150,0.00018593634
f_469,0.00018589236
f_2153,0.00018582838
f_142,0.00018576688
f_3087,0.00018572465
f_3522,0.00018548888
f_1363,0.0001854577
f_4546,0.00018540664
f_4421,0.00018539956
f_1357,0.00018520313
f_3011,0.00018496472
f_2140,0.00018490698
f_996,0.00018484658
f_2142,0.00018462933
f_2361,0.0001844696
f_210,0.00018443321
f_3787,0.00018438944
f_5853,0.00018427634
f_4738,0.00018421127
f_304,0.00018412866
f_1643,0.00018407239
f_946,0.00018407217
f_1911,0.0001839797
f_1078,0.00018387377
f_4736,0.000183835
f_1945,0.00018380818
f_4311,0.00018374171
f_5419,0.00018371796
f_2046,0.0001834082
f_1318,0.00018329553
f_4328,0.0001830496
f_5103,0.00018304102
f_5507,0.00018298451
f_5693,0.00018275829
f_1836,0.0001827324
f_4510,0.00018242713
f_977,0.00018231782
f_299,0.00018190464
f_5216,0.00018176975
f_599,0.00018139668
f_1999,0.0001811311
f_2889,0.00018109853
f_5458,0.00018106721
f_1900,0.00018082827
f_5192,0.00018071887
f_1162,0.00018071853
f_1767,0.00018042074
f_4224,0.0001802805
f_3648,0.00018018948
f_2680,0.0001800791
f_2492,0.00018004833
f_4619,0.00018000121
f_3245,0.00017982264
f_577,0.00017940257
f_2594,0.00017931678
f_4367,0.00017929003
f_4208,0.00017920676
f_1766,0.00017897866
f_3870,0.00017896121
f_5681,0.00017863134
f_309,0.00017819807
f_3455,0.00017817554
f_4706,0.00017805056
f_2255,0.0001780323
f_69,0.0001780191
f_3223,0.00017801368
f_3821,0.00017799764
f_2795,0.00017793803
f_291,0.00017784002
f_1902,0.00017781957
f_2544,0.00017742155
f_5779,0.00017738293
f_1760,0.00017738293
f_1491,0.00017722718
f_2930,0.00017722422
f_3996,0.00017720733
f_4400,0.00017703591
f_5403,0.00017682262
f_3473,0.00017669283
f_3760,0.0001766461
f_3904,0.00017658845
f_896,0.00017657666
f_219,0.00017657632
f_1457,0.00017626639
f_846,0.00017617202
f_4480,0.00017612985
f_1149,0.00017595004
f_4288,0.0001757881
f_3200,0.00017577384
f_1996,0.00017573201
f_2966,0.00017568925
f_4107,0.00017554147
f_4123,0.00017549751
f_6182,0.0001752431
f_4787,0.00017488592
f_4168,0.0001747983
f_4012,0.00017465572
f_2120,0.00017461187
f_4753,0.00017460123
f_5640,0.00017425483
f_3176,0.00017424964
f_1352,0.00017391093
f_6045,0.00017385767
f_48,0.00017357459
f_361,0.000173565
f_3817,0.0001734893
f_3020,0.00017345099
f_4760,0.00017341951
f_2965,0.0001731611
f_3313,0.00017308895
f_4718,0.00017284456
f_2273,0.00017271517
f_5116,0.00017269378
f_5605,0.00017256389
f_655,0.00017255124
f_4808,0.00017253314
f_529,0.00017252269
f_4943,0.0001725186
f_3692,0.00017249753
f_500,0.00017241277
f_5170,0.00017232959
f_5650,0.00017215774
f_2758,0.00017202517
f_686,0.00017181456
f_4660,0.00017176257
f_1524,0.00017142804
f_2008,0.00017123825
f_1161,0.00017120648
f_426,0.0001709412
f_5474,0.00017092821
f_3197,0.0001708719
f_2762,0.00017079158
f_2576,0.0001706326
f_5230,0.00017045063
f_357,0.00017010704
f_2849,0.0001696361
f_2634,0.00016963332
f_3839,0.00016944946
f_2668,0.0001693943
f_4905,0.00016927626
f_2471,0.00016913243
f_3544,0.00016911581
f_5063,0.00016909864
f_3467,0.00016907742
f_1417,0.00016885994
f_4919,0.00016864159
f_248,0.00016843822
f_2525,0.00016822292
f_43,0.00016756846
f_2695,0.00016748223
f_2787,0.00016740196
f_4278,0.00016725106
f_1540,0.00016724574
f_262,0.00016713042
f_254,0.00016678523
f_1647,0.00016657451
f_4826,0.00016649198
f_1770,0.00016641353
f_3913,0.00016596547
f_5846,0.00016587507
f_2715,0.00016586985
f_5053,0.00016577535
f_3801,0.00016562738
f_3510,0.0001656125
f_5584,0.00016547648
f_3987,0.00016521304
f_3198,0.0001649942
f_505,0.00016483373
f_923,0.00016446735
f_578,0.00016440894
f_3152,0.0001643799
f_5579,0.00016427951
f_4167,0.00016418393
f_917,0.00016417677
f_1658,0.00016410968
f_2500,0.00016402533
f_3422,0.00016401787
f_3189,0.0001638239
f_4256,0.00016351655
f_4423,0.00016348326
f_1233,0.00016333435
f_699,0.00016307889
f_3414,0.00016286361
f_2819,0.00016255035
f_3669,0.00016219915
f_5148,0.00016210158
f_883,0.00016185905
f_2325,0.00016181439
f_4479,0.00016180774
f_5790,0.00016176948
f_2562,0.00016175177
f_2908,0.00016169949
f_2894,0.00016168406
f_6044,0.00016166695
f_698,0.00016163122
f_1929,0.00016148572
f_2883,0.00016135086
f_564,0.0001610929
f_3780,0.00016089235
f_6102,0.00016081562
f_2717,0.00016068721
f_3343,0.00016065237
f_3684,0.0001604631
f_3196,0.00016042466
f_3288,0.0001601189
f_1478,0.00016001098
f_1178,0.00015967758
f_4382,0.00015965209
f_6013,0.00015962096
f_1198,0.00015941648
f_2754,0.00015940516
f_1032,0.00015932355
f_1475,0.00015930971
f_4843,0.00015924804
f_5186,0.00015915513
f_1287,0.00015888191
f_6008,0.00015887452
f_1849,0.00015874325
f_4815,0.00015840026
f_5046,0.0001582743
f_1870,0.00015824568
f_5493,0.00015814738
f_5638,0.00015813268
f_5571,0.00015811063
f_4164,0.00015808915
f_5949,0.00015793154
f_3591,0.00015786875
f_4117,0.00015779227
f_1599,0.00015760786
f_4316,0.00015760423
f_5156,0.00015755351
f_502,0.00015754715
f_1755,0.00015754654
f_5885,0.0001572984
f_6001,0.00015716614
f_4500,0.00015703676
f_5561,0.00015691287
f_3897,0.00015685063
f_1885,0.00015680329
f_6054,0.00015675761
f_496,0.00015660201
f_5064,0.0001565304
f_2927,0.0001560456
f_5359,0.00015587454
f_4684,0.000155721
f_4528,0.00015564027
f_123,0.00015524514
f_5433,0.00015515492
f_5251,0.00015513996
f_3968,0.00015509535
f_2775,0.00015501365
f_4128,0.00015491892
f_3715,0.00015484299
f_1795,0.00015470131
f_4046,0.00015465601
f_2268,0.00015444684
f_2975,0.00015412927
f_2388,0.00015411185
f_4873,0.00015409099
f_1324,0.00015398888
f_4959,0.00015386786
f_3345,0.0001537504
f_1753,0.00015355175
f_4983,0.00015351867
f_2089,0.00015348052
f_4656,0.00015339539
f_5663,0.00015319869
f_591,0.0001531979
f_1377,0.00015304965
f_3619,0.00015284562
f_3615,0.00015272819
f_2300,0.00015270665
f_1738,0.00015256576
f_5069,0.00015252296
f_3354,0.00015227591
f_3181,0.00015200095
f_3720,0.00015185615
f_734,0.0001518486
f_3367,0.00015165453
f_3006,0.00015146832
f_3686,0.00015123145
f_1879,0.00015085569
f_3675,0.00015060717
f_2726,0.00015053453
f_5452,0.00015043661
f_1609,0.00015032261
f_2879,0.00015023611
f_4142,0.00015019655
f_962,0.00015016379
f_442,0.00015001907
f_5410,0.00014993428
f_533,0.00014992917
f_3707,0.00014991894
f_38,0.00014986776
f_1011,0.00014985379
f_5330,0.0001497444
f_1898,0.00014969177
f_2813,0.00014963956
f_2998,0.00014951311
f_4931,0.0001494899
f_4347,0.00014940582
f_3168,0.00014929155
f_1368,0.00014922455
f_4372,0.00014918944
f_4937,0.00014918025
f_5147,0.00014902547
f_1518,0.00014901075
f_3893,0.00014898625
f_5139,0.00014877749
f_5366,0.00014877501
f_6156,0.00014863833
f_2370,0.0001484575
f_2821,0.00014823076
f_4620,0.00014803055
f_2377,0.00014802071
f_802,0.00014784187
f_5344,0.00014775127
f_4118,0.00014768596
f_4044,0.00014752464
f_1456,0.00014752145
f_1816,0.00014751384
f_2572,0.0001471119
f_1508,0.00014711014
f_2723,0.00014709547
f_5860,0.00014707872
f_2398,0.00014686263
f_1044,0.00014683134
f_456,0.00014676018
f_4749,0.00014663642
f_4698,0.00014662699
f_6160,0.00014648138
f_2430,0.00014629557
f_3784,0.00014623906
f_5311,0.00014618375
f_3663,0.00014602335
f_3554,0.00014599937
f_2801,0.00014592733
f_915,0.00014578519
f_2476,0.00014578256
f_4813,0.00014577816
f_5558,0.00014567406
f_1600,0.00014549865
f_6035,0.00014540758
f_612,0.00014538348
f_5888,0.0001452881
f_3232,0.00014527416
f_1208,0.00014525627
f_4838,0.00014525455
f_4027,0.00014514865
f_1087,0.00014511531
f_2256,0.00014505684
f_5342,0.00014494882
f_4727,0.00014472113
f_2669,0.00014448195
f_5446,0.00014437936
f_5951,0.00014425184
f_3362,0.00014414694
f_430,0.0001441319
f_2044,0.00014408542
f_4574,0.0001440357
f_3486,0.0001439592
f_3732,0.00014387172
f_4436,0.0001438395
f_2882,0.00014366457
f_2367,0.00014358424
f_2123,0.00014358012
f_1922,0.00014351826
f_4816,0.00014344956
f_3524,0.00014344724
f_3016,0.0001433925
f_5707,0.00014290801
f_4309,0.000142862
f_5700,0.00014273546
f_2166,0.00014260339
f_1109,0.0001424663
f_4268,0.00014244726
f_4594,0.00014243773
f_260,0.00014235535
f_2901,0.0001423479
f_3394,0.00014231846
f_3889,0.00014221118
f_4733,0.00014205866
f_5371,0.00014198049
f_3368,0.00014185619
f_2935,0.00014179833
f_5666,0.00014178596
f_1348,0.00014140087
f_3708,0.00014122149
f_1783,0.00014119584
f_6064,0.00014101696
f_5204,0.00014100011
f_3344,0.00014097478
f_5348,0.0001408948
f_2785,0.0001408617
f_5159,0.0001408285
f_4589,0.00014069818
f_3818,0.00014049001
f_3383,0.000139947
f_2893,0.00013974794
f_3130,0.00013969406
f_2994,0.00013958517
f_3211,0.00013942491
f_224,0.00013941944
f_589,0.00013938916
f_975,0.0001393399
f_5099,0.00013930828
f_912,0.00013903844
f_6034,0.00013895746
f_873,0.00013892604
f_6071,0.00013891501
f_3046,0.00013882529
f_6116,0.0001388003
f_2734,0.00013876248
f_952,0.00013870279
f_4850,0.00013861808
f_1858,0.0001383399
f_157,0.00013829522
f_447,0.00013829417
f_4667,0.00013828263
f_2218,0.00013784302
f_2335,0.00013761423
f_5932,0.00013737753
f_3077,0.00013731355
f_4844,0.00013728232
f_4649,0.00013724103
f_435,0.0001371263
f_5694,0.00013709995
f_5350,0.0001370407
f_5918,0.00013695197
f_2649,0.00013678662
f_110,0.00013673407
f_3086,0.00013657937
f_5321,0.00013651069
f_5411,0.00013644225
f_789,0.00013642637
f_4758,0.00013637001
f_5241,0.00013636246
f_3107,0.0001362624
f_428,0.00013598974
f_340,0.00013576775
f_5228,0.0001356082
f_5802,0.00013553296
f_3596,0.00013533454
f_911,0.00013530003
f_1439,0.00013526624
f_5218,0.00013500066
f_236,0.00013496978
f_177,0.00013483342
f_1473,0.00013445519
f_4703,0.00013442992
f_6042,0.00013440342
f_6144,0.00013435156
f_13,0.0001343446
f_1283,0.00013427717
f_4511,0.00013426141
f_1964,0.00013424033
f_1886,0.00013409478
f_4519,0.00013395504
f_4233,0.00013391805
f_692,0.00013379869
f_398,0.00013378962
f_247,0.00013375915
f_5278,0.00013372778
f_4178,0.00013363545
f_2463,0.00013314631
f_1882,0.00013309845
f_901,0.00013305148
f_4339,0.0001329003
f_3691,0.00013278265
f_1290,0.00013261718
f_5901,0.00013258307
f_2378,0.00013245533
f_3365,0.0001323779
f_4135,0.00013235885
f_4867,0.00013231889
f_1958,0.00013229945
f_3588,0.00013228726
f_3147,0.00013224862
f_3625,0.00013222719
f_687,0.00013219587
f_5771,0.0001321487
f_6200,0.00013191573
f_3227,0.00013177749
f_1815,0.00013172835
f_432,0.00013152242
f_5454,0.00013137958
f_1284,0.00013124509
f_3201,0.00013123889
f_2875,0.00013120697
f_2739,0.00013113584
f_3696,0.00013087768
f_1667,0.0001308044
f_5939,0.00013074964
f_1029,0.00013073385
f_1936,0.0001305863
f_172,0.00013032394
f_3613,0.00013025051
f_6081,0.0001302474
f_5541,0.00013023622
f_5742,0.00013022688
f_237,0.00013006799
f_4244,0.00012997199
f_5743,0.00012988843
f_5676,0.00012941347
f_1382,0.00012926843
f_5591,0.00012914704
f_4332,0.00012905106
f_1627,0.00012883787
f_763,0.00012876217
f_2148,0.00012866278
f_1388,0.00012858961
f_3159,0.0001285816
f_1746,0.00012852042
f_3877,0.00012826645
f_3281,0.0001282239
f_2423,0.0001278521
f_2496,0.00012781244
f_111,0.00012774949
f_4701,0.00012771778
f_3110,0.00012763361
f_1444,0.00012754322
f_5489,0.00012735711
f_4385,0.00012720641
f_3740,0.00012720298
f_4763,0.00012719953
f_1294,0.00012718291
f_3857,0.00012713743
f_1091,0.0001270941
f_2337,0.00012683381
f_2079,0.0001267185
f_3306,0.00012658232
f_594,0.00012635707
f_4431,0.00012633318
f_1030,0.00012629987
f_1552,0.00012622461
f_3271,0.00012613538
f_5479,0.00012606072
f_551,0.00012602577
f_4312,0.00012587715
f_4250,0.0001258452
f_3829,0.00012575531
f_3349,0.00012557606
f_2490,0.0001254569
f_5174,0.00012532079
f_4397,0.00012516428
f_1910,0.00012511591
f_2304,0.00012496591
f_1866,0.0001246506
f_3511,0.0001245275
f_1380,0.000124514
f_985,0.00012449683
f_2524,0.00012405458
f_6055,0.00012400473
f_2595,0.0001238923
f_1762,0.0001238911
f_3672,0.00012380166
f_5873,0.0001237058
f_4209,0.00012360999
f_2306,0.00012353221
f_1288,0.00012304659
f_4958,0.00012298256
f_4138,0.00012287675
f_2943,0.00012282844
f_2071,0.00012238204
f_5466,0.0001223148
f_871,0.00012227109
f_1687,0.00012222536
f_1871,0.00012214736
f_11,0.00012196247
f_2578,0.00012187488
f_409,0.00012166636
f_5598,0.000121634715
f_1740,0.00012162861
f_140,0.000121346464
f_6166,0.00012130037
f_5631,0.000121272446
f_5163,0.00012123252
f_6069,0.00012107534
f_5217,0.00012106789
f_1493,0.00012103175
f_3078,0.00012101313
f_3053,0.000120997975
f_2125,0.000120909885
f_920,0.00012090224
f_171,0.00012084291
f_4490,0.00012069307
f_2991,0.00012059882
f_1050,0.00012053464
f_4628,0.000120422425
