feature,importance
f_1125,0.00031201218
f_2368,0.00031176527
f_1134,0.00031154152
f_305,0.0003114641
f_5665,0.0003114466
f_5353,0.00031139466
f_4009,0.0003113029
f_5349,0.00031122495
f_2478,0.00031114143
f_4890,0.0003105805
f_4581,0.0003105399
f_2961,0.00031033673
f_5275,0.00031033234
f_2761,0.00031029448
f_2179,0.000310259
f_6117,0.00030982605
f_5719,0.00030968693
f_3359,0.00030946304
f_4650,0.00030937773
f_315,0.00030905294
f_5827,0.00030898213
f_6118,0.00030844664
f_1390,0.00030841085
f_5733,0.0003080834
f_5761,0.00030788037
f_3670,0.00030716715
f_2020,0.00030711922
f_3095,0.00030654873
f_1174,0.00030640184
f_2315,0.0003051341
f_2283,0.00030512904
f_5331,0.00030461696
f_1,0.00030451955
f_3574,0.0003044422
f_5852,0.00030417682
f_4411,0.00030386235
f_5306,0.00030336974
f_2350,0.00030273807
f_3543,0.00030273214
f_2252,0.00030254954
f_5595,0.00030253304
f_5471,0.00030244965
f_3668,0.0003021662
f_1295,0.00030166493
f_1765,0.00030131303
f_2675,0.0003008285
f_5816,0.0003006413
f_7,0.00030057784
f_2639,0.0003005498
f_3157,0.0003004892
f_3925,0.0002998481
f_2682,0.00029982228
f_5334,0.00029963118
f_5892,0.0002994345
f_2663,0.00029941293
f_3641,0.00029906307
f_1694,0.00029870146
f_139,0.00029842157
f_6104,0.0002982917
f_3935,0.0002981918
f_3250,0.00029808318
f_2330,0.0002978576
f_5854,0.00029777922
f_5097,0.00029753536
f_5652,0.00029740075
f_2733,0.00029733605
f_6105,0.0002971787
f_5544,0.00029710965
f_2060,0.0002969841
f_4783,0.00029681763
f_1400,0.00029652216
f_2802,0.00029650985
f_5696,0.00029563735
f_4592,0.00029513842
f_4779,0.00029463074
f_1625,0.0002943019
f_1683,0.00029361772
f_3004,0.00029359717
f_3113,0.00029325465
f_3563,0.00029316536
f_5246,0.00029309746
f_2558,0.0002930246
f_908,0.00029279542
f_3924,0.00029168354
f_3454,0.00029100582
f_6106,0.0002909922
f_5780,0.00029098347
f_4455,0.00029082305
f_6175,0.00029028632
f_5121,0.00028996344
f_2013,0.00028974444
f_269,0.00028972168
f_5900,0.00028946175
f_2262,0.00028938847
f_1152,0.00028938302
f_3139,0.000289378
f_5165,0.00028878567
f_335,0.00028821887
f_3166,0.0002881364
f_5332,0.00028794308
f_819,0.00028777198
